116.036353082232 104.519416525956 113.598833249444 94.6893613541227 107.448778600365 111.270026715497]
[116.577517673028 103.623897046189 112.825142135308 98.7641203098873 103.877775169908 111.054533783939]
[114.809804162188 95.2488461499448 118.634681552573 108.764295784113 99.0873044611441 110.74273658697]
[117.457515919914 117.310449633075 109.757648693951 101.542630328883 109.442202460732 103.056249359066]
[118.225882174846 98.9445638802184 112.319118067111 109.895175879252 112.543051041001 111.413124084992]
[114.677385076272 102.234268502536 107.468084379918 115.206500680583 95.1847357337729 106.568325419628]
[116.306189621546 106.155417133019 113.926350544413 106.611855693973 106.07178195824 110.712383145393]
[116.05498646244 107.182049867028 111.540948707271 93.9378645910214 112.544563369446 109.223913975832]
[117.100944767079 93.434820853377 113.757382208899 99.065009800766 107.623540976508 111.595881812073]
[118.693741596544 112.256526988827 113.193787916401 115.204434188088 107.502453607801 111.054448657596]
[115.506679106526 104.884253202204 112.261501978288 95.6119741549834 107.204056545873 107.493085925622]
[116.193564091765 104.082761856366 113.61234008636 102.5556357468 99.9805244136006 112.97961252821]
[117.30365356868 105.971972638874 111.318517947744 101.902143256118 108.036053019984 113.63576620575]
[117.129766744055 118.438855243922 110.886933822128 80.6630156000081 106.405252806194 113.017835085939]
[116.597458770888 103.492184459861 112.870764310486 101.09767409814 105.514184041013 113.697871536142]
[116.483205210771 91.1630094730658 111.966028366913 96.3052417446841 112.822849564386 113.684829264977]
[115.856936352134 101.736234337401 114.572515967755 117.161255466203 107.761561357249 109.886459774622]
[115.777449211575 97.0899150191612 113.765371774681 95.6947673717818 105.477881163223 113.141149361339]
[115.563970292219 101.553337350006 110.045915539093 97.5354308173556 105.517359819298 110.430975507469]
[114.658049845369 108.188111876372 114.679724247258 104.176884884872 95.5084841014929 117.11859717337]
[115.320772658699 113.784570043893 113.407134665014 106.14022669481 107.549323268345 106.73789971111]
[113.480601350156 101.088578996333 116.136577967647 104.293501107433 107.368971189535 111.973301409583]
[115.72620492953 91.5696424973108 113.602892203353 100.524727729563 104.567702180309 114.921408390611]
[115.241169256242 101.538541825947 119.481073170289 107.617951806191 110.707579259227 114.529073752423]
[115.639548451238 98.9321630907531 116.499605663723 110.261046028543 104.154858884146 109.704414282891]
